year,pacfa_id,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude
2018,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
2019,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
2020,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
2021,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
2022,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
2023,,,Katmandu Paonia,40380 Mathews Lane,Paonia,,81428,Delta County,38.92599,-107.597202
2009,5950,,Kert-Jo Setters & All Setter Rescue,9990 Defoe Street,Strasburg,Co,80136.0,,,
2011,5950,,Kert-Jo Setters & All Setter Rescue,9990 Defoe Street,Strasburg,Co,80136.0,,,
2012,5950.0,,Kert-Jo Setters & All Setter Rescue,9990 Defoe Street,Strasburg,Co,80136.0,,,
2013,5950,,Kert-Jo Setters & All Setter Rescue,9990 Defoe Street,Strasburg,Co,80136.0,,,
2017,,,Kloer Veterinary LLC,,Windsor,,80550,Weld County,40.477254,-104.90742
2018,,,Kloer Veterinary LLC,,Windsor,,80550,Weld County,40.477254,-104.90742
2015,,,Kloer Veterinary LLC / Garden Valley Veterinary Hospital,32450 Hwy 257,,,80550,Weld County,,
2017,,,Kneady Kitten Rescue,,Denver,,80219,Denver County,39.696096,-105.034969
2018,,,"Kneady Kitten Rescue, Inc",,,,,Denver County,,
Licensing,,Pet Animal Small Shelter,Knick O'Time Horse Rescue,,Longmont,Co,,Boulder,,
2019,,,Kristen Schnobrich dba Rocky Mtn German Shorthaired Pointer Rescue,,,,,,,
2021,,,L.O.L.A'S Rescue,,,,,,,
2015,,,L.O.L.A.'S Rescue,6005 S Taft Way,Littleton,,80127,Jefferson County,39.612653,-105.016198
2016,,,L.O.L.A.'S Rescue,6005 S Taft Way,Littleton,,80127,Jefferson County,39.612653,-105.016198
2018,,,L.O.L.A.'S Rescue,6005 S Taft Way,Littleton,,80127,Jefferson County,39.612653,-105.016198
2019,,,L.O.L.A.'S Rescue,6005 S Taft Way,Littleton,,80127,Jefferson County,39.612653,-105.016198
2020,,,L.O.L.A.'S Rescue,6005 S Taft Way,Littleton,,80127,Jefferson County,39.612653,-105.016198
2023,,,L.O.L.A.'S Rescue,6005 S Taft Way,Littleton,,80127,Jefferson County,39.612653,-105.016198
2011,6870,Pet Animal Small Shelter,L.O.L.A.'s Rescue,6005 S. Taft Way,Littleton,Co,80127.0,Arapahoe,,
2012,6870.0,Pet Animal Small Shelter,L.O.L.A.'s Rescue,6005 S. Taft Way,Littleton,Co,80127.0,Arapahoe,,
2013,6870,Pet Animal Small Shelter,L.O.L.A.'s Rescue,6005 S. Taft Way,Littleton,Co,80127.0,Arapahoe,,
2014,6870,Pet Animal Small Shelter,L.O.L.A.'s Rescue,6005 S Taft Way,Littleton CO,Co,80127.0,Arapahoe,,
Licensing,6870,Pet Animal Small Shelter,L.O.L.A.'s Rescue,6005 S Taft Way,Aurora,Co,80127.0,Arapahoe,,
2017,,,LK Kennel,,Elizabeth,,80107,Elbert County,39.403175,-104.584086
2017,,,LOLAS Rescue,,Littleton,,80127,Jefferson County,39.572458,-105.141992
2022,,,LOLAS Rescue,,Littleton,,80127,Jefferson County,39.572458,-105.141992
2016,,,La Junta Animal Shelter,,La Junta,,81050,Otero County,37.977093,-103.544031
2007,16.0,Pet Animal Small Shelter,La Plata County Humane Society,1111 S. Camino Del Rio,Durango,Co,81303.0,La Plata County,37.232156,-107.866984
2008,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S. Camino Del Rio,Durango,Co,81303.0,La Plata County,37.232156,-107.866984
2009,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S. Camino Del Rio,Durango,Co,81303.0,La Plata County,37.232156,-107.866984
2010,16,Pet Animal Small Shelter,La Plata County Humane Society,111 S. Camino Dr,Derango,Co,81303.0,La Plata County,37.232156,-107.866984
2011,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S. Camino Del Rio,Durango,Co,81303.0,La Plata County,37.232156,-107.866984
2012,16.0,Pet Animal Small Shelter,La Plata County Humane Society,1111 S. Camino Del Rio,Durango,Co,81303.0,La Plata County,37.232156,-107.866984
2013,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S. Camino Del Rio,Durango,Co,81303.0,La Plata County,37.232156,-107.866984
2014,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango ,Co,81303,La Plata County,37.232156,-107.866984
2015,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango ,Co,81303,La Plata County,37.232156,-107.866984
2016,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango,Co,81303,La Plata County,37.28225,-107.877762
2018,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango,Co,81303,La Plata County,37.28225,-107.877762
2019,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango,Co,81303,La Plata County,37.28225,-107.877762
2022,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango,Co,81303,La Plata County,37.28225,-107.877762
Licensing,16,Pet Animal Small Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango,Co,81303,La Plata,37.28225,-107.877762
Licensing,16,Pet Animal Large Shelter,La Plata County Humane Society,1111 S Camino Del Rio,Durango,Co,81303,La Plata,37.28225,-107.877762
2023,,,La Plata County Humanesociety,,,,,,,
2020,,,La Plta County humane society,,,,,,,
2021,,,La Plta County humane society,,,,,,,
2007,5511.0,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2008,5511,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2009,5511,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2010,5511,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2011,5511,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2012,5511.0,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2013,5511,,Lamar Animal Sanctuary Team,704 S. 9th,Lamar,Co,81052.0,Prowers County,,
2014,5511,,Lamar Animal Sanctuary Team,6950 Hwy 50 W,Lamar ,Co,81052,Prowers County,,
2015,5511,,Lamar Animal Sanctuary Team,6950 US Hwy 50,Lamar ,Co,81052,Prowers County,,
2018,,,Lamar Animal Shelter,,,,,Prowers County,,
2019,,,Lamar Animal Shelter,,,,,Prowers County,,
2020,,,Lamar Animal Shelter,,,,,Prowers County,,
2007,5640.0,,Lancaster Kennels,620 West County Rd. 16,Loveland,Co,80537.0,,,
2015,,,Land Of Ahs Kennel,12599 Jordan Road,,,80817,El Paso County,,
2012,1166.0,,Land of Ahs Kennel,12599 Jordan Rd,Fountain,Co,80817.0,El Paso County,38.683108,-104.704554
2013,1166,,Land of Ahs Kennel,12599 Jordan Rd,Fountain,Co,80817.0,El Paso County,38.683108,-104.704554
2016,1166,,Land of Ahs Kennel,12599 Jordan Rd,Fountain,Co,80817-3535,El Paso County,38.683108,-104.704554
2017,1166,,Land of Ahs Kennel,12599 Jordan Rd,Fountain,Co,80817,El Paso County,38.62786,-104.68508
2018,,,"Land of Ahs Kennel, Inc.",,,,,El Paso County,,
2007,17.0,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2008,17,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2009,17,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2010,17,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2011,17,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2012,17.0,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2013,17,,Larimer Humane Society,6317 Kyle Ave,Fort Collins,Co,80525.0,Larimer County,40.498439,-105.069203
2014,17,,Larimer Humane Society,6317 Kyle Ave ,Ft Collins ,Co,80525,Larimer County,40.498439,-105.069203
2015,17,,Larimer Humane Society,6317 Kyle Ave,Ft Collins ,Co,80525,Larimer County,40.498439,-105.069203
2016,17,,Larimer Humane Society,6317 Kyle Ave,Fort Colllins,Co,80525,Larimer County,40.588972,-105.082459
2017,17,,Larimer Humane Society,6317 Kyle Ave,Loveland,Co,80538,Larimer County,40.449559,-105.110179
2018,17,,Larimer Humane Society,6317 Kyle Ave,Loveland,Co,80538,Larimer County,40.449559,-105.110179
2019,17,,Larimer Humane Society,6317 Kyle Ave,Loveland,Co,80538,Larimer County,40.449559,-105.110179
2020,17,,Larimer Humane Society,6317 Kyle Ave,Loveland,Co,80538,Larimer County,40.449559,-105.110179
2021,17,,Larimer Humane Society,6317 Kyle Ave,Loveland,Co,80538,Larimer County,40.449559,-105.110179
2022,17,,Larimer Humane Society,6317 Kyle Ave,Loveland,Co,80538,Larimer County,40.449559,-105.110179
2007,5185.0,,"Last Resort Small Dog Rescue, The",1225 G Path,Cotopaxi,Co,81223.0,,,
2008,5185,,"Last Resort Small Dog Rescue, The",1225 G Path,Cotopaxi,Co,81223.0,,,
Licensing,,Pet Animal Small Rescue,Laws4Paws,,Pueblo,Co,,Pueblo,,
2007,4338.0,,Leadville / Lake County Animal Shelter,428 E. 12Th St.,Leadville,Co,80461.0,,,
2008,4338,,Leadville / Lake County Animal Shelter,428 E. 12Th St.,Leadville,Co,80461.0,,,
2009,4338,,Leadville / Lake County Animal Shelter,428 E. 12Th St.,Leadville,Co,80461.0,,,
2010,4338,,Leadville / Lake County Animal Shelter,428 E. 12th St.,Leadville,Co,80461.0,,,
2011,4338,,Leadville / Lake County Animal Shelter,428 E. 12Th St.,Leadville,Co,80461.0,,,
2012,4338.0,,Leadville / Lake County Animal Shelter,428 E. 12Th St.,Leadville,Co,80461.0,,,
2013,4338,,Leadville / Lake County Animal Shelter,428 E. 12Th St.,Leadville,Co,80461.0,,,
2020,,,Leadville Lake County Animal Shelter,,,,,,,
2021,,,Leadville Lake County Animal Shelter,,,,,,,
2022,,,Leadville Lake County Animal Shelter,,,,,,,
2023,,,Leadville Lake County Animal Shelter,,,,,,,
2015,,,Leadville/Lake Co Animal Shelter,428 E12th street,Leadville,,80461,Lake County,39.248791,-106.291951
2016,,,Leadville/Lake Co Animal Shelter,428 E12th street,Leadville,,80461,Lake County,39.248791,-106.291951
2014,,,Leadville/Lake County Animal Shelter,428 E 12th St,Leadville ,,80461,Lake County,39.254814,-106.287744
2017,,,Leadvilleshelter,,Leadville,,80461,Lake County,39.24407,-106.307506
2018,,,Leap of Faith Rescue Ranch,,,,,Douglas County,,
2015,,,Life Is Better Rescue,1051 S Quitman Street,,,80219,Denver County,,
2015,,,Life Is Better Rescue,3535 South Allison Street,,,80235,Jefferson County,,
2014,,Pet Animal Large Rescue,Life is Better Rescue,1051 S Quintman St,Denver ,Co,80219,Denver County,39.652059,-105.086077
2014,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Lakewood ,Co,80235,Jefferson County,39.652059,-105.086077
2016,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Denver County,39.738453,-104.984853
2016,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Lakewood,Co,80235,Jefferson County,39.710997,-105.088872
2017,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Denver County,39.696096,-105.034969
2018,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Jefferson County,39.696096,-105.034969
2019,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Jefferson County,39.696096,-105.034969
2021,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Jefferson County,39.696096,-105.034969
2022,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Jefferson County,39.696096,-105.034969
2023,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Jefferson County,39.696096,-105.034969
Licensing,,Pet Animal Large Rescue,Life is Better Rescue,3535 S Allison St,Denver,Co,80219,Denver,39.696096,-105.034969
2020,,,Life is Better Rescue (Cat Shelter),,,,,,,
2022,,,Life is Better Rescue (Cat Shelter),,,,,,,
2020,,,Life is Better Rescue (Dog Shelter),,,,,,,
2021,,,Life is Better Rescue Cat Shelter,,,,,,,
2011,6604,,"Life is Better Rescue, Inc.",1051 S. Quitman St.,Denver,Co,80219.0,,,
2012,6604.0,,"Life is Better Rescue, Inc.",1051 S. Quitman St.,Denver,Co,80219.0,,,
2013,6604,,"Life is Better Rescue, Inc.",1051 S. Quitman St.,Denver,Co,80219.0,,,
2007,5791.0,,Lifeline Pet Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2008,5791,,Lifeline Pet Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2009,5791,,Lifeline Pet Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2010,5791,,Lifeline Pet Rescue,1571 Riverdale Rd,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2011,5791,,Lifeline Pet Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2012,5791.0,,Lifeline Pet Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2013,5791,,Lifeline Pet Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams County,39.97182,-104.853019
2014,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton ,Co,80602,Adams County,39.97182,-104.853019
2015,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton ,Co,80602,Adams County,39.97182,-104.853019
2016,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton,Co,80602,Adams County,39.986767,-104.812604
2017,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton,Co,80602,Adams County,39.960108,-104.914866
2018,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton,Co,80602,Adams County,39.960108,-104.914866
2019,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton,Co,80602,Adams County,39.960108,-104.914866
2020,5791,,Lifeline Pet Rescue,15171 Riverdale Road Unit B,Brighton,Co,80602,Adams County,39.960108,-104.914866
2007,1817.0,Pet Animal Small Shelter,Lifeline Puppy Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams,,
2021,1817.0,Pet Animal Small Shelter,Lifeline Puppy Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams,,
2022,1817.0,Pet Animal Small Shelter,Lifeline Puppy Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams,,
2023,1817.0,Pet Animal Small Shelter,Lifeline Puppy Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams,,
Licensing,1817.0,Pet Animal Small Shelter,Lifeline Puppy Rescue,15171 Riverdale Rd.,Brighton,Co,80602.0,Adams,,
Licensing,,Pet Animal Large Rescue,LightShine Canine: A Rez Dog Rescue,,Erie,Co,,Weld,,
2022,,,"Lightshine Canine, LLC",,,,,,,
2023,,,"Lightshine Canine, LLC",,,,,,,
2021,,,Lightshine Canine: A Rez Dog Rescue,,,,,,,
2015,,,Lions Head Pet Center,2047 Mt. Evans Blvd,,,80470,Park County,,
2019,,,Lisa Haas dba Western Australian Shepherd Rescue,,,,,,,
Licensing,,Pet Animal Small Shelter,Lisa K. Petri,,Elizabeth,Co,,Elbert,,
Licensing,,Pet Animal Small Shelter,Lisa Kavanaugh,,Yoder,Co,,El Paso,,
2017,,,Lisa Parker'S Puppies,,Durango,,81301,La Plata County,37.372686,-107.816795
2016,,,Lisa Parker's Puppies,,Durango,,81301,La Plata County,37.28225,-107.877762
2018,,,Lisa Parker's Puppies,,Durango,,81301,La Plata County,37.28225,-107.877762
2019,,,Lisa Parker's Puppies,,Durango,,81301,La Plata County,37.28225,-107.877762
2007,5152.0,,Little Brats,4227 Hunts Mills Terrace,Colorado Springs,Co,80910.0,,,
2008,5152,,Little Brats,4227 Hunts Mills Terrace,Colorado Springs,Co,80910.0,,,
2023,,,Little Paws Matter,,,,,,,
2021,,,Little Rescue On The Prairie,,,,,,,
2023,,,Little Rescue On The Prairie,,,,,,,
2019,,Pet Animal Small Shelter,Little Rescue on the Prairie,,Log Lane Village,Co,,Morgan,,
2020,,Pet Animal Small Shelter,Little Rescue on the Prairie,,Log Lane Village,Co,,Morgan,,
Licensing,,Pet Animal Small Shelter,Little Rescue on the Prairie,,Log Lane Village,Co,,Morgan,,
2022,,,Little rescue on the Prairie,,,,,,,
2021,,,Live Love Animal Rescue,,,,,,,
2023,,,Live Love Animal Rescue,,,,,,,
2020,,,Live Love Animal Services Incorporated,,,,,,,
2022,,,Live Love Animal Services Incorporated,,,,,,,
2007,5070.0,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2008,5070,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2009,5070,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2010,5070,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2011,5070,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2012,5070.0,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2013,5070,Pet Animal Small Shelter,Logan County Humane Society,13884 Cr 43,Sterling,Co,80751.0,Logan County,41.788839,-89.696515
2014,5070,Pet Animal Small Shelter,Logan County Humane Society,13884 Rd 43,Sterling ,Co,80751,Logan County,41.788839,-89.696515
2015,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,Sterling ,Co,80751,Logan County,41.788839,-89.696515
2016,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,Sterling,Co,80751,Logan County,41.788839,-89.696515
2017,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
2018,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
2019,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
2020,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
2021,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
2022,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
2023,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,"Sterling,  800751",Co,800751,Logan County,41.788839,-89.696515
Licensing,5070,Pet Animal Small Shelter,Logan County Humane Society,2250 Leisure Lane,Sterling,Co,800751,Logan,41.788839,-89.696515
2007,5166.0,,Loma Cat House,1560 14 Rd.,Loma,Co,81524.0,Mesa County,39.116735,-108.626689
2008,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505.0,Mesa County,39.116735,-108.626689
2009,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505.0,Mesa County,39.116735,-108.626689
2010,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505.0,Mesa County,39.116735,-108.626689
2011,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505.0,Mesa County,39.116735,-108.626689
2012,5952.0,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505.0,Mesa County,39.116735,-108.626689
2013,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505.0,Mesa County,39.116735,-108.626689
2014,5952,,Loma Cat House,774 23 Rd,Grand Junction ,Co,81505,Mesa County,39.116735,-108.626689
2016,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.067379,-108.570816
2017,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.127619,-108.611092
2018,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.127619,-108.611092
2019,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.127619,-108.611092
2020,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.127619,-108.611092
2021,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.127619,-108.611092
2022,5952,,Loma Cat House,774 23 Rd,Grand Junction,Co,81505,Mesa County,39.127619,-108.611092
2023,,Pet Animal Small Shelter,Loma Cat House Inc,,Grand Junction,Co,,Mesa,,
Licensing,,Pet Animal Small Shelter,Loma Cat House Inc,,Grand Junction,Co,,Mesa,,
2015,,,Loma Cat House inc,774 23 Rd,,,81505,Mesa County,,
2007,4205.0,,Lone Wolf Expenditures,34109 Lyttle Dowdle Dr.,Golden,Co,80403.0,,,
2008,4205,,Lone Wolf Expenditures,34109 Lyttle Dowdle Dr.,Golden,Co,80403.0,,,
